check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/as_enforce_http_token_imds.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::AutoScaling::LaunchConfiguration
          Properties:
            MetadataOptions:
              HttpEndpoint: enabled
              HttpTokens: required
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::AutoScaling::LaunchConfiguration
          Properties:
            MetadataOptions:
              HttpEndpoint: enabled
              HttpTokens: optional
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#metadata-options
  good:
    - |-
      resource ""aws_launch_template"" ""good_example"" {
        image_id      = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
        metadata_options {
          http_tokens = ""required""
        }
      }
    - |-
      resource ""aws_launch_configuration"" ""good_example"" {
        image_id      = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
        metadata_options {
          http_tokens = ""required""
        }
      }
  bad:
    - |-
      resource ""aws_launch_template"" ""bad_example"" {
        image_id      = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
      }
    - |-
      resource ""aws_launch_configuration"" ""bad_example"" {
        image_id      = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
        metadata_options {
          http_tokens = ""optional""
        }
      }
"
AVD-AWS-0131,Instance with unencrypted block device.,HIGH,,"Block devices should be encrypted to ensure sensitive data is held securely at rest.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/enable_at_rest_encryption.rego,"package builtin.aws.ec2.aws0131

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some instance in input.aws.ec2.instances
	instance.rootblockdevice
	not instance.rootblockdevice.encrypted.value
	res := result.new(
		""Root block device is not encrypted."",
		metadata.obj_by_path(instance, [""rootblockdevice"", ""encrypted""]),
	)
}

deny contains res if {
	some instance in input.aws.ec2.instances
	some ebs in instance.ebsblockdevices
	not ebs.encrypted.value
	res := result.new(
		""EBS block device is not encrypted."",
		metadata.obj_by_path(ebs, [""encrypted""]),
	)
}"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/enable_at_rest_encryption.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::EC2::Instance
          Properties:
            BlockDeviceMappings:
              - DeviceName: /dev/sdm
                Ebs:
                  Encrypted: true
            ImageId: ami-79fd7eee
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::EC2::Instance
          Properties:
            BlockDeviceMappings:
              - DeviceName: /dev/sdm
                Ebs:
                  Encrypted: false
            ImageId: ami-79fd7eee
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#ebs-ephemeral-and-root-block-devices
  good:
    - |-
      resource ""aws_instance"" ""good_example"" {
        ami           = ""ami-7f89a64f""
        instance_type = ""t1.micro""

        root_block_device {
          encrypted = true
        }

        ebs_block_device {
          device_name = ""/dev/sdg""
          encrypted   = true
        }
      }
  bad:
    - |-
      resource ""aws_instance"" ""bad_example"" {
        ami           = ""ami-7f89a64f""
        instance_type = ""t1.micro""

        root_block_device {
          encrypted = false
        }

        ebs_block_device {
          device_name = ""/dev/sdg""
          encrypted   = false
        }
      }
"
AVD-AWS-0026,EBS volumes must be encrypted,HIGH,,"By enabling encryption on EBS volumes you protect the volume, the disk I/O and any derived snapshots from compromise if intercepted.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/enable_volume_encryption.rego,"package builtin.aws.ec2.aws0026

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some volume in input.aws.ec2.volumes
	isManaged(volume)
	not volume.encryption.enabled.value
	res := result.new(
		""EBS volume is not encrypted."",
		metadata.obj_by_path(volume, [""encryption"", ""enabled""]),
	)
}"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/encryption_customer_key.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::EC2::Volume
          Properties:
            KmsKeyId: alias/volumeEncrypt
    - |-
      Resources:
        MyKey:
          Type: AWS::KMS::Key
          Properties:
            KeyPolicy:
              Version: ""2012-10-17""
              Id: key-default-1

        GoodExample:
          Type: AWS::EC2::Volume
          Properties:
            KmsKeyId: !Ref MyKey
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::EC2::Volume
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/ebs_volume#kms_key_id
  good:
    - |-
      resource ""aws_kms_key"" ""ebs_encryption"" {
        enable_key_rotation = true
      }

      resource ""aws_ebs_volume"" ""example"" {
        kms_key_id = aws_kms_key.ebs_encryption.arn
      }
  bad:
    - |-
      resource ""aws_ebs_volume"" ""example"" {}
"
AVD-AWS-0028,aws_instance should activate session tokens for Instance Metadata Service.,HIGH,,"IMDS v2 (Instance Metadata Service) introduced session authentication tokens which improve security when talking to IMDS.

By default <code>aws_instance</code> resource sets IMDS session auth tokens to be optional.

To fully protect IMDS you need to enable session tokens by using <code>metadata_options</code> block and its <code>http_tokens</code> variable set to <code>required</code>.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/enforce_http_token_imds.rego,"package builtin.aws.ec2.aws0028

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some instance in input.aws.ec2.instances
	tokens_is_not_required(instance)
	endpoint_is_not_disabled(instance)
	res := result.new(
		""Instance does not require IMDS access to require a token."",
		metadata.obj_by_path(instance, [""metadataoptions"", ""httptokens""]),
	)
}

tokens_is_not_required(instance) if value.is_not_equal(instance.metadataoptions.httptokens, ""required"")

tokens_is_not_required(instance) if not instance.metadataoptions.httptokens

endpoint_is_not_disabled(instance) if value.is_not_equal(instance.metadataoptions.httpendpoint, ""disabled"")

endpoint_is_not_disabled(instance) if not instance.metadataoptions.httpendpoint"
AVD-AWS-0101,AWS best practice to not use the default VPC for workflows,HIGH,,"Default VPC does not have a lot of the critical security features that standard VPC comes with, new resources should not be created in the default VPC and it should not be present in the Terraform.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/no_default_vpc.rego,"package builtin.aws.ec2.aws0101

import rego.v1

deny contains res if {
	some vpc in input.aws.ec2.vpcs
	vpc.isdefault.value == true
	res := result.new(""Default VPC is used."", vpc)
}"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/add_description_to_security_group.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            GroupDescription: Limits security group egress traffic
            SecurityGroupEgress:
              - CidrIp: 127.0.0.1/32
                IpProtocol: ""-1""
  bad:
    - |-
      Resources:
        BadSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            SecurityGroupEgress:
              - CidrIp: 127.0.0.1/32
                IpProtocol: ""-1""
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/security_group
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/security_group_rule
  good:
    - |-
      resource ""aws_security_group"" ""good_example"" {
        name        = ""http""
        description = ""Allow inbound HTTP traffic""

        ingress {
          description = ""HTTP from VPC""
          from_port   = 80
          to_port     = 80
          protocol    = ""tcp""
          cidr_blocks = [aws_vpc.main.cidr_block]
        }
      }
  bad:
    - |-
      resource ""aws_security_group"" ""bad_example"" {
        name        = ""http""
        description = """"

        ingress {
          description = ""HTTP from VPC""
          from_port   = 80
          to_port     = 80
          protocol    = ""tcp""
          cidr_blocks = [aws_vpc.main.cidr_block]
        }
      }
"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/enforce_http_token_imds.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#metadata-options
  good:
    - |-
      resource ""aws_instance"" ""good_example"" {
        ami           = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
        metadata_options {
          http_tokens = ""required""
        }
      }
  bad:
    - |-
      resource ""aws_instance"" ""bad_example"" {
        ami           = ""ami-005e54dee72cc1d00""
        instance_type = ""t2.micro""
      }
"
AVD-AWS-0104,A security group rule should not allow unrestricted egress to any IP address.,CRITICAL,,"Opening up ports to connect out to the public internet is generally to be avoided. You should restrict access to IP addresses or ranges that are explicitly required where possible.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/no_public_egress_sgr.rego,"package builtin.aws.ec2.aws0104

import rego.v1

import data.lib.net

deny contains res if {
	some rule in input.aws.ec2.securitygroups[_].egressrules
	some block in rule.cidrs
	net.cidr_allows_all_ips(block.value)
	res := result.new(
		""Security group rule allows unrestricted egress to any IP address."",
		block,
	)
}"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/no_public_egress_sgr.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ec2-securitygroup.html
  good:
    - |-
      AWSTemplateFormatVersion: ""2010-09-09""

      Resources:
        BadSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            GroupDescription: Limits security group egress traffic
            SecurityGroupEgress:
              - CidrIp: 127.0.0.1/32
                IpProtocol: ""6""
  bad:
    - |-
      AWSTemplateFormatVersion: ""2010-09-09""

      Resources:
        BadSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            GroupDescription: Limits security group egress traffic
            SecurityGroupEgress:
              - CidrIp: 0.0.0.0/0
                IpProtocol: ""6""
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/security_group
  good:
    - |-
      resource ""aws_security_group"" ""good_example"" {
        egress {
          cidr_blocks = [""1.2.3.4/32""]
        }
      }
  bad:
    - |-
      resource ""aws_security_group"" ""bad_example"" {
        egress {
          cidr_blocks = [""0.0.0.0/0""]
        }
      }
"
AVD-AWS-0105,Network ACLs should not allow unrestricted ingress to SSH or RDP from any IP address.,MEDIUM,,"The Network Access Control List (NACL) function provide stateless filtering of ingress and
egress network traffic to AWS resources. It is recommended that no NACL allows
unrestricted ingress access to remote server administration ports, such as SSH to port 22
and RDP to port 3389.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/no_public_ingress_acl.rego,"package builtin.aws.ec2.aws0105

import rego.v1

import data.lib.net

deny contains res if {
	some acl in input.aws.ec2.networkacls
	some rule in acl.rules
	is_ingress(rule)
	is_allow(rule)
	net.is_tcp_protocol(rule.protocol.value)
	net.is_ssh_or_rdp_port(rule)
	some block in rule.cidrs
	net.cidr_allows_all_ips(block.value)
	res := result.new(
		""Network ACL rule allows unrestricted ingress from any IP address."",
		block,
	)
}

is_ingress(rule) if rule.type.value == ""ingress""

is_allow(rule) if rule.action.value == ""allow"""
