resource_type,service,n_properties,n_property_types,n_required,required_properties,out_degree,in_degree
AWS::RAM::ResourceShare,RAM,7,0,1,Name,7,0
AWS::RDS::CustomDBEngineVersion,RDS,12,0,2,EngineVersion|Engine,12,0
AWS::RDS::DBCluster,RDS,61,6,0,,67,0
AWS::RDS::DBClusterParameterGroup,RDS,5,0,3,Description|Parameters|Family,5,0
AWS::RDS::DBInstance,RDS,81,7,0,,88,0
AWS::RDS::DBParameterGroup,RDS,5,0,2,Description|Family,5,0
AWS::RDS::DBProxy,RDS,13,2,4,DBProxyName|VpcSubnetIds|RoleArn|EngineFamily,15,0
AWS::RDS::DBProxyEndpoint,RDS,7,1,3,DBProxyEndpointName|DBProxyName|VpcSubnetIds,8,0
AWS::RDS::DBProxyTargetGroup,RDS,5,1,2,DBProxyName|TargetGroupName,6,0
AWS::RDS::DBSecurityGroup,RDS,4,1,2,DBSecurityGroupIngress|GroupDescription,5,0
AWS::RDS::DBSecurityGroupIngress,RDS,5,0,1,DBSecurityGroupName,5,0
AWS::RDS::DBShardGroup,RDS,7,0,2,DBClusterIdentifier|MaxACU,7,0
AWS::RDS::DBSubnetGroup,RDS,4,0,2,DBSubnetGroupDescription|SubnetIds,4,0
AWS::RDS::EventSubscription,RDS,7,0,1,SnsTopicArn,7,0
AWS::RDS::GlobalCluster,RDS,8,1,0,,9,0
AWS::RDS::Integration,RDS,8,0,2,SourceArn|TargetArn,8,0
AWS::RDS::OptionGroup,RDS,6,2,3,OptionGroupDescription|MajorEngineVersion|EngineName,8,0
AWS::RTBFabric::InboundExternalLink,RTBFabric,4,5,2,LinkLogSettings|GatewayId,9,0
AWS::RTBFabric::Link,RTBFabric,7,14,3,LinkLogSettings|PeerGatewayId|GatewayId,21,0
AWS::RTBFabric::OutboundExternalLink,RTBFabric,5,5,3,LinkLogSettings|PublicEndpoint|GatewayId,10,0
AWS::RTBFabric::RequesterGateway,RTBFabric,5,0,3,VpcId|SubnetIds|SecurityGroupIds,5,0
AWS::RTBFabric::ResponderGateway,RTBFabric,10,4,5,VpcId|Port|Protocol|SubnetIds|SecurityGroupIds,14,0
AWS::RUM::AppMonitor,RUM,10,7,1,Name,17,0
AWS::Rbin::Rule,Rbin,8,3,2,ResourceType|RetentionPeriod,11,0
AWS::Redshift::Cluster,Redshift,52,2,4,NodeType|MasterUsername|ClusterType|DBName,54,0
AWS::Redshift::ClusterParameterGroup,Redshift,5,1,2,Description|ParameterGroupFamily,6,0
AWS::Redshift::ClusterSecurityGroup,Redshift,2,0,1,Description,2,0
AWS::Redshift::ClusterSecurityGroupIngress,Redshift,4,0,1,ClusterSecurityGroupName,4,0
AWS::Redshift::ClusterSubnetGroup,Redshift,3,0,2,Description|SubnetIds,3,0
AWS::Redshift::EndpointAccess,Redshift,5,3,4,EndpointName|VpcSecurityGroupIds|SubnetGroupName|ClusterIdentifier,8,0
AWS::Redshift::EndpointAuthorization,Redshift,4,0,2,Account|ClusterIdentifier,4,0
AWS::Redshift::EventSubscription,Redshift,8,0,1,SubscriptionName,8,0
AWS::Redshift::Integration,Redshift,6,0,2,SourceArn|TargetArn,6,0
AWS::Redshift::ScheduledAction,Redshift,8,4,1,ScheduledActionName,12,0
AWS::RedshiftServerless::Namespace,RedshiftServerless,16,2,1,NamespaceName,18,0
AWS::RedshiftServerless::Snapshot,RedshiftServerless,4,1,1,SnapshotName,5,0
AWS::RedshiftServerless::Workgroup,RedshiftServerless,18,6,1,WorkgroupName,24,0
AWS::RefactorSpaces::Application,RefactorSpaces,6,1,4,EnvironmentIdentifier|VpcId|ProxyType|Name,7,0
AWS::RefactorSpaces::Environment,RefactorSpaces,4,0,0,,4,0
AWS::RefactorSpaces::Route,RefactorSpaces,7,2,4,EnvironmentIdentifier|RouteType|ServiceIdentifier|ApplicationIdentifier,9,0
AWS::RefactorSpaces::Service,RefactorSpaces,9,2,4,EnvironmentIdentifier|EndpointType|ApplicationIdentifier|Name,11,0
AWS::Rekognition::Collection,Rekognition,2,0,1,CollectionId,2,0
AWS::Rekognition::Project,Rekognition,2,0,1,ProjectName,2,0
AWS::Rekognition::StreamProcessor,Rekognition,13,8,2,RoleArn|KinesisVideoStream,21,0
AWS::ResilienceHub::App,ResilienceHub,9,4,3,AppTemplateBody|ResourceMappings|Name,13,0
AWS::ResilienceHub::ResiliencyPolicy,ResilienceHub,6,2,3,Policy|Tier|PolicyName,8,0
AWS::ResourceExplorer2::DefaultViewAssociation,ResourceExplorer2,1,0,1,ViewArn,1,0
AWS::ResourceExplorer2::Index,ResourceExplorer2,2,0,1,Type,2,0
AWS::ResourceExplorer2::View,ResourceExplorer2,5,2,1,ViewName,7,0
AWS::ResourceGroups::Group,ResourceGroups,6,5,1,Name,11,0
AWS::ResourceGroups::TagSyncTask,ResourceGroups,4,0,4,Group|TagKey|TagValue|RoleArn,4,0
AWS::RoboMaker::Fleet,RoboMaker,2,0,0,,2,0
AWS::RoboMaker::Robot,RoboMaker,5,0,2,Architecture|GreengrassGroupId,5,0
AWS::RoboMaker::RobotApplication,RoboMaker,5,2,2,RobotSoftwareSuite|Sources,7,0
AWS::RoboMaker::RobotApplicationVersion,RoboMaker,2,0,1,Application,2,0
AWS::RoboMaker::SimulationApplication,RoboMaker,7,4,4,RenderingEngine|SimulationSoftwareSuite|RobotSoftwareSuite|Sources,11,0
AWS::RoboMaker::SimulationApplicationVersion,RoboMaker,2,0,1,Application,2,0
AWS::RolesAnywhere::CRL,RolesAnywhere,5,0,2,CrlData|Name,5,0
AWS::RolesAnywhere::Profile,RolesAnywhere,10,2,2,RoleArns|Name,12,0
AWS::RolesAnywhere::TrustAnchor,RolesAnywhere,5,3,2,Source|Name,8,0
AWS::Route53::CidrCollection,Route53,2,1,1,Name,3,0
AWS::Route53::DNSSEC,Route53,1,0,1,HostedZoneId,1,0
AWS::Route53::HealthCheck,Route53,2,3,1,HealthCheckConfig,5,0
AWS::Route53::HostedZone,Route53,6,5,0,,11,0
AWS::Route53::KeySigningKey,Route53,4,0,4,Status|KeyManagementServiceArn|HostedZoneId|Name,4,0
AWS::Route53::RecordSet,Route53,17,5,2,Name|Type,22,0
AWS::Route53::RecordSetGroup,Route53,4,6,0,,10,0
AWS::Route53GlobalResolver::AccessSource,Route53GlobalResolver,7,0,3,Cidr|DnsViewId|Protocol,7,0
AWS::Route53GlobalResolver::AccessToken,Route53GlobalResolver,5,0,1,DnsViewId,5,0
AWS::Route53GlobalResolver::DnsView,Route53GlobalResolver,8,0,2,GlobalResolverId|Name,8,0
AWS::Route53GlobalResolver::FirewallDomainList,Route53GlobalResolver,7,0,2,GlobalResolverId|Name,7,0
AWS::Route53GlobalResolver::FirewallRule,Route53GlobalResolver,14,0,3,Action|Name|DnsViewId,14,0
AWS::Route53GlobalResolver::GlobalResolver,Route53GlobalResolver,7,0,2,Regions|Name,7,0
AWS::Route53GlobalResolver::HostedZoneAssociation,Route53GlobalResolver,3,0,3,ResourceArn|HostedZoneId|Name,3,0
AWS::Route53Profiles::Profile,Route53Profiles,2,0,1,Name,2,0
AWS::Route53Profiles::ProfileAssociation,Route53Profiles,5,0,3,ProfileId|ResourceId|Name,5,0
AWS::Route53Profiles::ProfileResourceAssociation,Route53Profiles,4,0,3,ProfileId|ResourceArn|Name,4,0
AWS::Route53RecoveryControl::Cluster,Route53RecoveryControl,3,1,1,Name,4,0
AWS::Route53RecoveryControl::ControlPanel,Route53RecoveryControl,3,0,1,Name,3,0
AWS::Route53RecoveryControl::RoutingControl,Route53RecoveryControl,3,0,1,Name,3,0
AWS::Route53RecoveryControl::SafetyRule,Route53RecoveryControl,6,3,3,ControlPanelArn|RuleConfig|Name,9,0
AWS::Route53RecoveryReadiness::Cell,Route53RecoveryReadiness,3,0,0,,3,0
AWS::Route53RecoveryReadiness::ReadinessCheck,Route53RecoveryReadiness,3,0,0,,3,0
AWS::Route53RecoveryReadiness::RecoveryGroup,Route53RecoveryReadiness,3,0,0,,3,0
AWS::Route53RecoveryReadiness::ResourceSet,Route53RecoveryReadiness,4,5,2,ResourceSetType|Resources,9,0
AWS::Route53Resolver::FirewallDomainList,Route53Resolver,4,0,0,,4,0
AWS::Route53Resolver::FirewallRuleGroup,Route53Resolver,3,1,0,,4,0
AWS::Route53Resolver::FirewallRuleGroupAssociation,Route53Resolver,6,0,3,VpcId|FirewallRuleGroupId|Priority,6,0
AWS::Route53Resolver::OutpostResolver,Route53Resolver,5,0,3,OutpostArn|PreferredInstanceType|Name,5,0
AWS::Route53Resolver::ResolverConfig,Route53Resolver,2,0,2,ResourceId|AutodefinedReverseFlag,2,0
AWS::Route53Resolver::ResolverDNSSECConfig,Route53Resolver,1,0,0,,1,0
AWS::Route53Resolver::ResolverEndpoint,Route53Resolver,11,1,3,IpAddresses|Direction|SecurityGroupIds,12,0
AWS::Route53Resolver::ResolverQueryLoggingConfig,Route53Resolver,3,0,0,,3,0
AWS::Route53Resolver::ResolverQueryLoggingConfigAssociation,Route53Resolver,2,0,0,,2,0
AWS::Route53Resolver::ResolverRule,Route53Resolver,7,1,1,RuleType,8,0
AWS::Route53Resolver::ResolverRuleAssociation,Route53Resolver,3,0,2,VPCId|ResolverRuleId,3,0
AWS::S3::AccessGrant,S3,7,2,3,Grantee|Permission|AccessGrantsLocationId,9,0
AWS::S3::AccessGrantsInstance,S3,2,0,0,,2,0
AWS::S3::AccessGrantsLocation,S3,3,0,2,LocationScope|IamRoleArn,3,0
AWS::S3::AccessPoint,S3,7,2,1,Bucket,9,0
AWS::S3::Bucket,S3,25,67,0,,92,0
AWS::S3::BucketPolicy,S3,2,0,2,Bucket|PolicyDocument,2,0
AWS::S3::MultiRegionAccessPoint,S3,3,2,1,Regions,5,0
AWS::S3::MultiRegionAccessPointPolicy,S3,2,1,2,Policy|MrapName,3,0
AWS::S3::StorageLens,S3,2,22,1,StorageLensConfiguration,24,0
AWS::S3::StorageLensGroup,S3,3,5,2,Filter|Name,8,0
AWS::S3Express::AccessPoint,S3Express,8,3,1,Bucket,11,0
AWS::S3Express::BucketPolicy,S3Express,2,0,2,Bucket|PolicyDocument,2,0
AWS::S3Express::DirectoryBucket,S3Express,6,6,2,DataRedundancy|LocationName,12,0
AWS::S3ObjectLambda::AccessPoint,S3ObjectLambda,2,6,1,ObjectLambdaConfiguration,8,0
AWS::S3ObjectLambda::AccessPointPolicy,S3ObjectLambda,2,0,2,PolicyDocument|ObjectLambdaAccessPoint,2,0
AWS::S3Outposts::AccessPoint,S3Outposts,4,1,3,Bucket|VpcConfiguration|Name,5,0
AWS::S3Outposts::Bucket,S3Outposts,4,6,2,OutpostId|BucketName,10,0
AWS::S3Outposts::BucketPolicy,S3Outposts,2,0,2,Bucket|PolicyDocument,2,0
AWS::S3Outposts::Endpoint,S3Outposts,6,2,3,OutpostId|SecurityGroupId|SubnetId,8,0
AWS::S3Tables::Namespace,S3Tables,2,0,2,TableBucketARN|Namespace,2,0
AWS::S3Tables::Table,S3Tables,10,10,4,TableName|TableBucketARN|OpenTableFormat|Namespace,20,0
AWS::S3Tables::TableBucket,S3Tables,6,4,1,TableBucketName,10,0
AWS::S3Tables::TableBucketPolicy,S3Tables,2,0,2,TableBucketARN|ResourcePolicy,2,0
AWS::S3Tables::TablePolicy,S3Tables,2,0,2,TableARN|ResourcePolicy,2,0
AWS::S3Vectors::Index,S3Vectors,9,2,3,DistanceMetric|DataType|Dimension,11,0
AWS::S3Vectors::VectorBucket,S3Vectors,3,1,0,,4,0
AWS::S3Vectors::VectorBucketPolicy,S3Vectors,3,0,1,Policy,3,0
AWS::SDB::Domain,SDB,1,0,0,,1,0
AWS::SES::ConfigurationSet,SES,9,12,0,,21,0
AWS::SES::ConfigurationSetEventDestination,SES,2,6,2,ConfigurationSetName|EventDestination,8,0
AWS::SES::ContactList,SES,4,1,0,,5,0
AWS::SES::CustomVerificationEmailTemplate,SES,7,0,6,FromEmailAddress|TemplateContent|SuccessRedirectionURL|TemplateName|FailureRedirectionURL|TemplateSubject,7,0
AWS::SES::DedicatedIpPool,SES,3,0,0,,3,0
AWS::SES::EmailIdentity,SES,7,5,1,EmailIdentity,12,0
AWS::SES::MailManagerAddonInstance,SES,2,0,1,AddonSubscriptionId,2,0
AWS::SES::MailManagerAddonSubscription,SES,2,0,1,AddonName,2,0
AWS::SES::MailManagerAddressList,SES,2,0,0,,2,0
AWS::SES::MailManagerArchive,SES,4,1,0,,5,0
AWS::SES::MailManagerIngressPoint,SES,8,4,3,RuleSetId|Type|TrafficPolicyId,12,0
AWS::SES::MailManagerRelay,SES,5,1,3,Authentication|ServerName|ServerPort,6,0
AWS::SES::MailManagerRuleSet,SES,3,25,1,Rules,28,0
AWS::SES::MailManagerTrafficPolicy,SES,5,14,2,DefaultAction|PolicyStatements,19,0
AWS::SES::MultiRegionEndpoint,SES,3,2,2,Details|EndpointName,5,0
AWS::SES::ReceiptFilter,SES,1,2,1,Filter,3,0
AWS::SES::ReceiptRule,SES,3,10,2,Rule|RuleSetName,13,0
AWS::SES::ReceiptRuleSet,SES,1,0,0,,1,0
AWS::SES::Template,SES,2,1,0,,3,0
AWS::SES::Tenant,SES,3,1,1,TenantName,4,0
AWS::SES::VdmAttributes,SES,2,2,0,,4,0
AWS::SMSVOICE::ConfigurationSet,SMSVOICE,6,4,0,,10,0
AWS::SMSVOICE::OptOutList,SMSVOICE,2,0,0,,2,0
AWS::SMSVOICE::PhoneNumber,SMSVOICE,10,4,4,NumberType|NumberCapabilities|MandatoryKeywords|IsoCountryCode,14,0
AWS::SMSVOICE::Pool,SMSVOICE,9,4,2,OriginationIdentities|MandatoryKeywords,13,0
AWS::SMSVOICE::ProtectConfiguration,SMSVOICE,3,2,0,,5,0
AWS::SMSVOICE::ResourcePolicy,SMSVOICE,2,0,2,ResourceArn|PolicyDocument,2,0
AWS::SMSVOICE::SenderId,SMSVOICE,4,0,2,SenderId|IsoCountryCode,4,0
AWS::SNS::Subscription,SNS,11,0,2,TopicArn|Protocol,11,0
AWS::SNS::Topic,SNS,13,2,0,,15,0
AWS::SNS::TopicInlinePolicy,SNS,2,0,2,TopicArn|PolicyDocument,2,0
AWS::SNS::TopicPolicy,SNS,2,0,2,Topics|PolicyDocument,2,0
AWS::SQS::Queue,SQS,16,0,0,,16,0
AWS::SQS::QueueInlinePolicy,SQS,2,0,2,PolicyDocument|Queue,2,0
AWS::SQS::QueuePolicy,SQS,2,0,2,PolicyDocument|Queues,2,0
AWS::SSM::Association,SSM,17,3,1,Name,20,0
AWS::SSM::Document,SSM,10,2,1,Content,12,0
AWS::SSM::MaintenanceWindow,SSM,11,0,5,AllowUnassociatedTargets|Cutoff|Schedule|Duration|Name,11,0
AWS::SSM::MaintenanceWindowTarget,SSM,6,1,3,WindowId|ResourceType|Targets,7,0
AWS::SSM::MaintenanceWindowTask,SSM,14,9,4,Priority|TaskArn|WindowId|TaskType,23,0
AWS::SSM::Parameter,SSM,9,0,2,Type|Value,9,0
AWS::SSM::PatchBaseline,SSM,15,5,1,Name,20,0
AWS::SSM::ResourceDataSync,SSM,9,3,1,SyncName,12,0
AWS::SSM::ResourcePolicy,SSM,2,0,2,Policy|ResourceArn,2,0
AWS::SSMContacts::Contact,SSMContacts,5,4,3,Type|Alias|DisplayName,9,0
AWS::SSMContacts::ContactChannel,SSMContacts,5,0,4,ChannelName|ChannelAddress|ContactId|ChannelType,5,0
AWS::SSMContacts::Plan,SSMContacts,3,4,1,ContactId,7,0
AWS::SSMContacts::Rotation,SSMContacts,6,5,5,Recurrence|TimeZoneId|StartTime|Name|ContactIds,11,0
AWS::SSMGuiConnect::Preferences,SSMGuiConnect,1,3,0,,4,0
AWS::SSMIncidents::ReplicationSet,SSMIncidents,3,2,1,Regions,5,0
AWS::SSMIncidents::ResponsePlan,SSMIncidents,8,11,2,IncidentTemplate|Name,19,0
AWS::SSMQuickSetup::ConfigurationManager,SSMQuickSetup,4,2,1,ConfigurationDefinitions,6,0
AWS::SSMQuickSetup::LifecycleAutomation,SSMQuickSetup,4,0,3,AutomationParameters|AutomationDocument|ResourceKey,4,0
AWS::SSO::Application,SSO,7,2,3,ApplicationProviderArn|InstanceArn|Name,9,0
AWS::SSO::ApplicationAssignment,SSO,3,0,3,ApplicationArn|PrincipalId|PrincipalType,3,0
AWS::SSO::Assignment,SSO,6,0,6,PrincipalId|InstanceArn|TargetType|PermissionSetArn|PrincipalType|TargetId,6,0
AWS::SSO::Instance,SSO,2,0,0,,2,0
AWS::SSO::InstanceAccessControlAttributeConfiguration,SSO,2,2,1,InstanceArn,4,0
AWS::SSO::PermissionSet,SSO,10,2,2,InstanceArn|Name,12,0
AWS::SageMaker::App,SageMaker,7,1,4,DomainId|AppType|UserProfileName|AppName,8,0
AWS::SageMaker::AppImageConfig,SageMaker,5,7,1,AppImageConfigName,12,0
AWS::SageMaker::Cluster,SageMaker,11,24,0,,35,0
AWS::SageMaker::CodeRepository,SageMaker,3,1,1,GitConfig,4,0
AWS::SageMaker::DataQualityJobDefinition,SageMaker,11,18,5,DataQualityJobInput|DataQualityAppSpecification|JobResources|DataQualityJobOutputConfig|RoleArn,29,0
AWS::SageMaker::Device,SageMaker,3,1,1,DeviceFleetName,4,0
AWS::SageMaker::DeviceFleet,SageMaker,5,1,3,DeviceFleetName|OutputConfig|RoleArn,6,0
AWS::SageMaker::Domain,SageMaker,12,27,3,DomainName|DefaultUserSettings|AuthMode,39,0
AWS::SageMaker::Endpoint,SageMaker,7,8,1,EndpointConfigName,15,0
AWS::SageMaker::EndpointConfig,SageMaker,11,21,1,ProductionVariants,32,0
AWS::SageMaker::FeatureGroup,SageMaker,10,8,4,FeatureDefinitions|RecordIdentifierFeatureName|EventTimeFeatureName|FeatureGroupName,18,0
AWS::SageMaker::Image,SageMaker,5,0,2,ImageName|ImageRoleArn,5,0
AWS::SageMaker::ImageVersion,SageMaker,11,0,2,ImageName|BaseImage,11,0
AWS::SageMaker::InferenceComponent,SageMaker,8,11,2,EndpointName|Specification,19,0
AWS::SageMaker::InferenceExperiment,SageMaker,13,9,5,ModelVariants|RoleArn|Name|Type|EndpointName,22,0
AWS::SageMaker::MlflowTrackingServer,SageMaker,8,0,3,TrackingServerName|ArtifactStoreUri|RoleArn,8,0
AWS::SageMaker::Model,SageMaker,8,10,0,,18,0
AWS::SageMaker::ModelBiasJobDefinition,SageMaker,11,18,5,ModelBiasJobInput|ModelBiasJobOutputConfig|JobResources|ModelBiasAppSpecification|RoleArn,29,0
AWS::SageMaker::ModelCard,SageMaker,7,23,3,ModelCardName|ModelCardStatus|Content,30,0
AWS::SageMaker::ModelExplainabilityJobDefinition,SageMaker,11,17,5,ModelExplainabilityJobOutputConfig|JobResources|RoleArn|ModelExplainabilityJobInput|ModelExplainabilityAppSpecification,28,0
AWS::SageMaker::ModelPackage,SageMaker,26,34,0,,60,0
AWS::SageMaker::ModelPackageGroup,SageMaker,4,0,1,ModelPackageGroupName,4,0
AWS::SageMaker::ModelQualityJobDefinition,SageMaker,11,18,5,ModelQualityAppSpecification|ModelQualityJobInput|JobResources|ModelQualityJobOutputConfig|RoleArn,29,0
AWS::SageMaker::MonitoringSchedule,SageMaker,7,22,2,MonitoringScheduleConfig|MonitoringScheduleName,29,0
AWS::SageMaker::NotebookInstance,SageMaker,16,1,2,RoleArn|InstanceType,17,0
AWS::SageMaker::NotebookInstanceLifecycleConfig,SageMaker,3,1,0,,4,0
AWS::SageMaker::PartnerApp,SageMaker,12,2,5,ExecutionRoleArn|Type|Tier|AuthType|Name,14,0
AWS::SageMaker::Pipeline,SageMaker,7,3,3,PipelineName|PipelineDefinition|RoleArn,10,0
AWS::SageMaker::ProcessingJob,SageMaker,11,16,3,ProcessingResources|AppSpecification|RoleArn,27,0
AWS::SageMaker::Project,SageMaker,6,6,1,ProjectName,12,0
AWS::SageMaker::Space,SageMaker,7,18,2,DomainId|SpaceName,25,0
AWS::SageMaker::StudioLifecycleConfig,SageMaker,4,0,3,StudioLifecycleConfigAppType|StudioLifecycleConfigName|StudioLifecycleConfigContent,4,0
AWS::SageMaker::UserProfile,SageMaker,6,21,2,DomainId|UserProfileName,27,0
AWS::SageMaker::Workteam,SageMaker,6,4,0,,10,0
AWS::Scheduler::Schedule,Scheduler,11,15,3,ScheduleExpression|Target|FlexibleTimeWindow,26,0
AWS::Scheduler::ScheduleGroup,Scheduler,2,0,0,,2,0
AWS::SecretsManager::ResourcePolicy,SecretsManager,3,0,2,SecretId|ResourcePolicy,3,0
AWS::SecretsManager::RotationSchedule,SecretsManager,7,3,1,SecretId,10,0
AWS::SecretsManager::Secret,SecretsManager,8,2,0,,10,0
AWS::SecretsManager::SecretTargetAttachment,SecretsManager,3,0,3,SecretId|TargetType|TargetId,3,0
AWS::SecurityAgent::AgentSpace,SecurityAgent,8,7,1,Name,15,0
AWS::SecurityAgent::Application,SecurityAgent,4,1,0,,5,0
AWS::SecurityAgent::Pentest,SecurityAgent,9,12,3,ServiceRole|Assets|AgentSpaceId,21,0
AWS::SecurityAgent::TargetDomain,SecurityAgent,3,3,2,VerificationMethod|TargetDomainName,6,0
AWS::SecurityHub::AggregatorV2,SecurityHub,3,0,2,RegionLinkingMode|LinkedRegions,3,0
AWS::SecurityHub::AutomationRule,SecurityHub,8,12,5,Description|Actions|Criteria|RuleOrder|RuleName,20,0
AWS::SecurityHub::AutomationRuleV2,SecurityHub,7,17,5,Description|Actions|Criteria|RuleOrder|RuleName,24,0
AWS::SecurityHub::ConfigurationPolicy,SecurityHub,4,6,2,ConfigurationPolicy|Name,10,0
AWS::SecurityHub::ConnectorV2,SecurityHub,5,3,2,Name|Provider,8,0
AWS::SecurityHub::DelegatedAdmin,SecurityHub,1,0,1,AdminAccountId,1,0
AWS::SecurityHub::FindingAggregator,SecurityHub,2,0,1,RegionLinkingMode,2,0
AWS::SecurityHub::Hub,SecurityHub,4,0,0,,4,0
AWS::SecurityHub::HubV2,SecurityHub,1,0,0,,1,0
AWS::SecurityHub::Insight,SecurityHub,3,8,3,Filters|GroupByAttribute|Name,11,0
AWS::SecurityHub::OrganizationConfiguration,SecurityHub,3,0,1,AutoEnable,3,0
AWS::SecurityHub::PolicyAssociation,SecurityHub,3,0,3,ConfigurationPolicyId|TargetType|TargetId,3,0
AWS::SecurityHub::ProductSubscription,SecurityHub,1,0,1,ProductArn,1,0
AWS::SecurityHub::SecurityControl,SecurityHub,4,2,1,Parameters,6,0
AWS::SecurityHub::Standard,SecurityHub,2,1,1,StandardsArn,3,0
AWS::SecurityLake::AwsLogSource,SecurityLake,4,0,3,SourceName|SourceVersion|DataLakeArn,4,0
AWS::SecurityLake::DataLake,SecurityLake,5,5,0,,10,0
AWS::SecurityLake::Subscriber,SecurityLake,7,4,5,SubscriberIdentity|SubscriberName|AccessTypes|Sources|DataLakeArn,11,0
AWS::SecurityLake::SubscriberNotification,SecurityLake,2,2,2,SubscriberArn|NotificationConfiguration,4,0
AWS::ServiceCatalog::AcceptedPortfolioShare,ServiceCatalog,2,0,1,PortfolioId,2,0
AWS::ServiceCatalog::CloudFormationProduct,ServiceCatalog,13,4,2,Owner|Name,17,0
AWS::ServiceCatalog::CloudFormationProvisionedProduct,ServiceCatalog,12,2,0,,14,0
AWS::ServiceCatalog::LaunchNotificationConstraint,ServiceCatalog,5,0,3,NotificationArns|PortfolioId|ProductId,5,0
AWS::ServiceCatalog::LaunchRoleConstraint,ServiceCatalog,6,0,2,PortfolioId|ProductId,6,0
AWS::ServiceCatalog::LaunchTemplateConstraint,ServiceCatalog,5,0,3,PortfolioId|ProductId|Rules,5,0
AWS::ServiceCatalog::Portfolio,ServiceCatalog,5,0,2,ProviderName|DisplayName,5,0
AWS::ServiceCatalog::PortfolioPrincipalAssociation,ServiceCatalog,4,0,1,PrincipalType,4,0
AWS::ServiceCatalog::PortfolioProductAssociation,ServiceCatalog,4,0,0,,4,0
AWS::ServiceCatalog::PortfolioShare,ServiceCatalog,4,0,2,AccountId|PortfolioId,4,0
AWS::ServiceCatalog::ResourceUpdateConstraint,ServiceCatalog,5,0,3,TagUpdateOnProvisionedProduct|PortfolioId|ProductId,5,0
AWS::ServiceCatalog::ServiceAction,ServiceCatalog,5,1,3,Definition|DefinitionType|Name,6,0
AWS::ServiceCatalog::ServiceActionAssociation,ServiceCatalog,3,0,3,ServiceActionId|ProductId|ProvisioningArtifactId,3,0
AWS::ServiceCatalog::StackSetConstraint,ServiceCatalog,9,0,8,Description|StackInstanceControl|PortfolioId|ProductId|RegionList|AdminRole|AccountList|ExecutionRole,9,0
AWS::ServiceCatalog::TagOption,ServiceCatalog,3,0,2,Value|Key,3,0
AWS::ServiceCatalog::TagOptionAssociation,ServiceCatalog,2,0,0,,2,0
AWS::ServiceCatalogAppRegistry::Application,ServiceCatalogAppRegistry,3,0,1,Name,3,0
AWS::ServiceCatalogAppRegistry::AttributeGroup,ServiceCatalogAppRegistry,4,0,2,Attributes|Name,4,0
AWS::ServiceCatalogAppRegistry::AttributeGroupAssociation,ServiceCatalogAppRegistry,2,0,2,AttributeGroup|Application,2,0
AWS::ServiceCatalogAppRegistry::ResourceAssociation,ServiceCatalogAppRegistry,3,0,3,Resource|ResourceType|Application,3,0
AWS::ServiceDiscovery::HttpNamespace,ServiceDiscovery,3,0,1,Name,3,0
AWS::ServiceDiscovery::Instance,ServiceDiscovery,3,0,2,InstanceAttributes|ServiceId,3,0
AWS::ServiceDiscovery::PrivateDnsNamespace,ServiceDiscovery,5,3,2,Vpc|Name,8,0
AWS::ServiceDiscovery::PublicDnsNamespace,ServiceDiscovery,4,3,1,Name,7,0
AWS::ServiceDiscovery::Service,ServiceDiscovery,9,4,0,,13,0
AWS::Shield::DRTAccess,Shield,2,0,1,RoleArn,2,0
AWS::Shield::ProactiveEngagement,Shield,2,1,2,ProactiveEngagementStatus|EmergencyContactList,3,0
AWS::Shield::Protection,Shield,5,2,2,ResourceArn|Name,7,0
AWS::Shield::ProtectionGroup,Shield,6,0,3,Aggregation|Pattern|ProtectionGroupId,6,0
AWS::Signer::ProfilePermission,Signer,5,0,4,Action|StatementId|ProfileName|Principal,5,0
AWS::Signer::SigningProfile,Signer,3,1,1,PlatformId,4,0
AWS::SimSpaceWeaver::Simulation,SimSpaceWeaver,5,1,2,RoleArn|Name,6,0
AWS::StepFunctions::Activity,StepFunctions,3,2,1,Name,5,0
AWS::StepFunctions::StateMachine,StepFunctions,11,7,1,RoleArn,18,0
AWS::StepFunctions::StateMachineAlias,StepFunctions,4,2,0,,6,0
AWS::StepFunctions::StateMachineVersion,StepFunctions,3,0,1,StateMachineArn,3,0
AWS::SupportApp::AccountAlias,SupportApp,1,0,1,AccountAlias,1,0
AWS::SupportApp::SlackChannelConfiguration,SupportApp,8,0,4,ChannelRoleArn|NotifyOnCaseSeverity|TeamId|ChannelId,8,0
AWS::SupportApp::SlackWorkspaceConfiguration,SupportApp,2,0,1,TeamId,2,0
AWS::Synthetics::Canary,Synthetics,18,11,6,RuntimeVersion|Code|Name|ExecutionRoleArn|Schedule|ArtifactS3Location,29,0
AWS::Synthetics::Group,Synthetics,3,0,1,Name,3,0
AWS::SystemsManagerSAP::Application,SystemsManagerSAP,9,2,2,ApplicationType|ApplicationId,11,0
AWS::Timestream::Database,Timestream,3,0,0,,3,0
AWS::Timestream::InfluxDBCluster,Timestream,18,2,0,,20,0
AWS::Timestream::InfluxDBInstance,Timestream,17,2,0,,19,0
AWS::Timestream::ScheduledQuery,Timestream,10,11,5,ScheduledQueryExecutionRoleArn|ErrorReportConfiguration|ScheduleConfiguration|QueryString|NotificationConfiguration,21,0
AWS::Timestream::Table,Timestream,6,6,1,DatabaseName,12,0
AWS::Transfer::Agreement,Transfer,11,1,4,ServerId|AccessRole|PartnerProfileId|LocalProfileId,12,0
