Error Message,Count,Percentage,claude-3-5,claude-3-7,deepseek-r1,deepseek-s3,gpt-4o,o3-mini,deployment,syntax_validation,yaml_validation
"'RETRIES' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
"'REGION' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
"'MOUNT_TARGET' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
"{'ApiKey': {'Key': {'Ref': 'ApiKeyName'}, 'Value': {'Ref': 'ApiKeyValue'}}} is not valid under any of the given schemas",6,0.07,0,6,0,0,0,0,0,6,0
Circular Dependencies for resource ECRRepository. Circular dependency with [ECRRepository],6,0.07,0,0,3,0,0,3,0,6,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VPCId, DBPasswordSecretArn, SubnetIds, DBUsername] must have values",6,0.07,0,0,0,0,6,0,6,0,0
{'Fn::Not': ['HasSecretNamePrefix']} is not of type 'string',6,0.07,0,6,0,0,0,0,0,6,0
Additional properties are not allowed ('CreationPolicy' was unexpected),6,0.07,0,0,6,0,0,0,0,6,0
Line 234: wrong indentation: expected 8 but found 10,6,0.07,0,0,6,0,0,0,0,0,6
Parameter CPUStressDuration not used.,6,0.07,3,0,0,0,0,3,0,6,0
Resource type 'AWS::Route53RecoveryControl::HealthCheckAssociation' does not exist in 'us-east-1',6,0.07,0,0,6,0,0,0,0,6,0
'EC2InstanceProfile' dependency already enforced by a 'GetAtt' at 'Resources/ComputeEnvironment/Properties/ComputeResources/InstanceRole',6,0.07,0,0,3,3,0,0,0,6,0
"'5.7.mysql_aurora.2.08.1' is not one of ['5.7', '5.7.mysql_aurora.2.11.1', '5.7.mysql_aurora.2.11.2', '5.7.mysql_aurora.2.11.3', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.5', '5.7.mysql_aurora.2.11.6', '5.7.mysql_aurora.2.12.0', '5.7.mysql_aurora.2.12.1', '5.7.mysql_aurora.2.12.2', '5.7.mysql_aurora.2.12.3', '5.7.mysql_aurora.2.12.4', '8.0', '8.0.mysql_aurora.3.04.0', '8.0.mysql_aurora.3.04.1', '8.0.mysql_aurora.3.04.2', '8.0.mysql_aurora.3.04.3', '8.0.mysql_aurora.3.05.2', '8.0.mysql_aurora.3.06.0', '8.0.mysql_aurora.3.06.1', '8.0.mysql_aurora.3.07.0', '8.0.mysql_aurora.3.07.1', '8.0.mysql_aurora.3.08.0']",6,0.07,0,0,0,0,6,0,0,6,0
"'MAX_RETRIES' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
"'MOUNT_POINT' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, SubnetId] must have values",6,0.07,0,0,0,0,6,0,6,0,0
'X12' is not valid under any of the given schemas,6,0.07,0,0,0,6,0,0,0,6,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [FirstNumber, Operator, SecondNumber] must have values",6,0.07,0,0,0,0,3,3,6,0,0
{'Ref': 'LogBucketName'} does not match '^[a-z0-9][a-z0-9.-]*[a-z0-9]$' when 'Ref' is resolved,6,0.07,0,0,0,6,0,0,0,6,0
"'5.7.mysql_aurora.2.07.1' is not one of ['5.7', '5.7.mysql_aurora.2.11.1', '5.7.mysql_aurora.2.11.2', '5.7.mysql_aurora.2.11.3', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.5', '5.7.mysql_aurora.2.11.6', '5.7.mysql_aurora.2.12.0', '5.7.mysql_aurora.2.12.1', '5.7.mysql_aurora.2.12.2', '5.7.mysql_aurora.2.12.3', '5.7.mysql_aurora.2.12.4', '8.0', '8.0.mysql_aurora.3.04.0', '8.0.mysql_aurora.3.04.1', '8.0.mysql_aurora.3.04.2', '8.0.mysql_aurora.3.04.3', '8.0.mysql_aurora.3.05.2', '8.0.mysql_aurora.3.06.0', '8.0.mysql_aurora.3.06.1', '8.0.mysql_aurora.3.07.0', '8.0.mysql_aurora.3.07.1', '8.0.mysql_aurora.3.08.0']",6,0.07,0,0,0,0,0,6,0,6,0
"Found an embedded parameter ""${AWS::Region}"" outside of an ""Fn::Sub"" at Parameters/BucketName/Default",6,0.07,0,0,0,6,0,0,0,6,0
"'FILE_SYSTEM_ID' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicSubnet1', 'PublicSubnet2', 'NetworkAcl', 'NetworkAclEntryInbound', 'NetworkAclEntryOutbound', 'Subnet1NetworkAclAssociation', 'Subnet2NetworkAclAssociation', 'EC2SecurityGroup', 'EFSFileSystem', 'EFSMountTarget1', 'EFSMountTarget2', 'EC2InstanceRole', 'EC2InstanceProfile', 'CloudWatchAlarm_EFS_IOLimit', 'CloudWatchAlarm_EFS_Throughput', 'EC2Instance1', 'EC2Instance2', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",6,0.07,0,0,0,0,0,6,0,6,0
'X12' is not of type 'object',6,0.07,0,0,0,6,0,0,0,6,0
Additional properties are not allowed ('WriteCapacityUnits' was unexpected),6,0.07,0,6,0,0,0,0,0,6,0
'EC2InstanceProfile' dependency already enforced by a 'Ref' at 'Resources/WebServer/Properties/IamInstanceProfile',6,0.07,0,0,0,6,0,0,0,6,0
Resource type 'AWS::IAM::AccountPasswordPolicy' does not exist in 'us-east-1',6,0.07,0,0,0,3,3,0,0,6,0
"'ASSERTION' is not one of ['AND', 'OR', 'ATLEAST']",5,0.05,0,5,0,0,0,0,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VPCEndpointId, VPCId, CustomDomainName, LambdaFunctionName, CertificateArn] must have values",5,0.05,0,0,0,0,5,0,5,0,0
Additional properties are not allowed ('Bucket' was unexpected),5,0.05,0,0,0,5,0,0,0,5,0
Parameter BusinessContactPhone not used.,5,0.05,2,0,0,0,3,0,0,5,0
'ALBAccessLogsBucket' does not match '^[a-z0-9][a-z0-9.-]*[a-z0-9]$',5,0.05,0,0,1,1,0,3,0,5,0
Line 48: wrong indentation: expected 8 but found 10,5,0.05,0,0,5,0,0,0,0,0,5
Parameter VPCEndpointId not used.,5,0.05,0,0,0,0,5,0,0,5,0
'SNSTopic' dependency already enforced by a 'Ref' at 'Resources/SNSSubscription/Properties/TopicArn',5,0.05,0,0,0,2,0,3,0,5,0
None is not of type 'object',5,0.05,0,0,4,1,0,0,0,5,0
"'i' is not one of ['VpcId', 'WorkerSubnets', 'LoadTestSubnet', 'WorkerInstanceType', 'LoadTestInstanceType', 'KeyName', 'ImageId', 'ScreenshotS3Bucket', 'ScreenshotRequestQueue', 'WorkerInstanceRole', 'WorkerInstanceProfile', 'LoadTestInstanceRole', 'LoadTestInstanceProfile', 'InstanceSecurityGroup', 'WorkerLaunchTemplate', 'WorkerAutoScalingGroup', 'ScaleUpPolicy', 'ScaleDownPolicy', 'QueueScaleUpAlarm', 'QueueScaleDownAlarm', 'LoadTestInstance', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",5,0.05,0,0,0,0,0,5,0,5,0
'EIP1' dependency already enforced by a 'GetAtt' at 'Resources/NATGateway1/Properties/AllocationId',5,0.05,0,0,2,3,0,0,0,5,0
Additional properties are not allowed ('Options' was unexpected),5,0.05,0,0,0,0,0,5,0,5,0
"Line 221: too many spaces inside braces
Line 221: too many spaces inside braces",5,0.05,0,0,0,0,0,5,0,0,5
User Initiated,5,0.05,0,0,2,0,2,1,5,0,0
Additional properties are not allowed ('AssertionRule' was unexpected),5,0.05,0,5,0,0,0,0,0,5,0
Line 106: wrong indentation: expected 8 but found 10,5,0.05,0,0,0,0,0,5,0,0,5
Circular Dependencies for resource ApiGatewayRestApi. Circular dependency with [ApiGatewayRestApi],5,0.05,0,0,2,0,1,2,0,5,0
'CatalogId' is a required property,5,0.05,0,0,4,0,0,1,0,5,0
'BackupPlan' dependency already enforced by a 'Ref' at 'Resources/BackupSelection/Properties/BackupPlanId',5,0.05,0,0,3,2,0,0,0,5,0
'ComputeEnvironment' dependency already enforced by a 'Ref' at 'Resources/JobQueue/Properties/ComputeEnvironmentOrder/0/ComputeEnvironment',5,0.05,0,0,0,5,0,0,0,5,0
"{'Fn::If:': ['CreateMonitoring', [{'Name': 'containerInsights', 'Value': 'enabled'}], {'Ref': 'AWS::NoValue'}]} is not of type 'array'",5,0.05,0,0,5,0,0,0,0,5,0
'WebServerInstanceProfile' dependency already enforced by a 'Ref' at 'Resources/WebServerInstance/Properties/IamInstanceProfile',5,0.05,0,2,3,0,0,0,0,5,0
'X12Details' is a required property,5,0.05,0,0,3,2,0,0,0,5,0
Parameter validation failed: parameter value vpc-12345678 for parameter name VpcId does not exist. Delete requested by user.,5,0.05,0,0,1,2,2,0,5,0,0
'ARCControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/RoutingControlRegion1/Properties/ControlPanelArn',5,0.05,0,0,0,0,0,5,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [DBSubnet2, MasterUsername, DBSubnet1, MasterUserSecretARN] must have values",5,0.05,0,0,0,0,0,5,5,0,0
Mapping 'RegionMap' is defined but not used,5,0.05,0,2,1,2,0,0,0,5,0
Line 39: syntax error: mapping values are not allowed here (syntax),5,0.05,0,0,0,0,5,0,0,0,5
Additional properties are not allowed ('Rules' was unexpected),5,0.05,0,0,0,1,1,3,0,5,0
"Parameter validation failed: parameter value vpc-12345678 for parameter name VpcId does not exist, parameter value subnet-12345678 for parameter name SubnetId does not exist. Delete requested by user.",5,0.05,0,0,2,1,0,2,5,0,0
'DataDogConnection' dependency already enforced by a 'GetAtt' at 'Resources/DataDogApiDestination/Properties/ConnectionArn',5,0.05,0,2,0,0,0,3,0,5,0
"'Name' is not one of ['Id', 'NameServers'] in ['us-east-1']",5,0.05,0,0,2,3,0,0,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [MountTargetSubnetId, MountTargetSecurityGroupId] must have values",5,0.05,0,0,0,0,0,5,5,0,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [S3BucketName, KinesisStreamName, FirehoseName] must have values",5,0.05,0,0,0,0,5,0,5,0,0
Additional properties are not allowed ('X12' was unexpected),5,0.05,0,0,3,2,0,0,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [AvailabilityZone1, AvailabilityZone2] must have values",5,0.05,0,4,0,1,0,0,5,0,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [CustomDomainName, VpcEndpointId, CertificateArn] must have values",5,0.05,0,0,0,0,0,5,5,0,0
'NATGateway2' dependency already enforced by a 'Ref' at 'Resources/PrivateRoute2/Properties/NatGatewayId',5,0.05,0,0,2,3,0,0,0,5,0
Circular Dependencies for resource TriggerFunction. Circular dependency with [StateMachine],5,0.05,5,0,0,0,0,0,0,5,0
"Line 37: too many spaces inside brackets
Line 37: too many spaces inside brackets",5,0.05,0,0,0,0,3,2,0,0,5
Additional properties are not allowed ('OutputLocation' was unexpected),5,0.05,0,5,0,0,0,0,0,5,0
Additional properties are not allowed ('InputLocation' was unexpected),5,0.05,0,5,0,0,0,0,0,5,0
'EC2Instance' dependency already enforced by a 'Ref' at 'Resources/ExecutionAssociation/Properties/Parameters/InstanceId/0',5,0.05,0,0,5,0,0,0,0,5,0
'Edi' is a required property,5,0.05,0,5,0,0,0,0,0,5,0
Additional properties are not allowed ('InitialCapacityConfig' was unexpected),5,0.05,0,0,0,5,0,0,0,5,0
Additional properties are not allowed ('RuleConfig' was unexpected),5,0.05,0,0,5,0,0,0,0,5,0
Parameter RefreshRate not used.,5,0.05,2,3,0,0,0,0,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, EcrImageUri, SubnetIds] must have values",5,0.05,0,0,0,5,0,0,5,0,0
'NATGateway1' dependency already enforced by a 'Ref' at 'Resources/PrivateRoute1/Properties/NatGatewayId',5,0.05,0,0,2,3,0,0,0,5,0
'EC2Instance' dependency already enforced by a 'Ref' at 'Resources/ExecutionAssociation/Properties/Targets/0/Values/0',5,0.05,0,0,5,0,0,0,0,5,0
"['Fn::If', 2] is not reachable. When setting condition 'CreateKmsKey' to False from current status True",5,0.05,0,0,0,5,0,0,0,5,0
"{'Name': 'MinimumActiveRegionRule', 'ControlPanelArn': {'Fn::GetAtt': ['ControlPanel', 'ControlPanelArn']}, 'AssertionRule': {'RuleConfig': {'Inverted': False, 'Threshold': 1, 'Type': 'ATLEAST'}, 'AssertedControls': [{'Fn::GetAtt': ['PrimaryRoutingControl', 'RoutingControlArn']}, {'Fn::GetAtt': ['SecondaryRoutingControl', 'RoutingControlArn']}], 'WaitPeriodMs': 5000}} is not valid under any of the given schemas",5,0.05,0,0,5,0,0,0,0,5,0
'ReplicationRole' dependency already enforced by a 'GetAtt' at 'Resources/MainBucket/Properties/ReplicationConfiguration/Role',5,0.05,1,0,1,3,0,0,0,5,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcSecurityGroupIds, DBClusterIdentifier, DatabaseName, MasterUsername, DBSubnetIds] must have values",5,0.05,0,0,0,0,0,5,5,0,0
Circular Dependencies for resource RekognitionFunctionRole. Circular dependency with [ImageBucket],5,0.05,5,0,0,0,0,0,0,5,0
"'Select [2, Split [""/"", Ref ""AWS::StackId""]]' is not one of ['UserPoolName', 'PasswordMinLength', 'PasswordRequireUppercase', 'PasswordRequireLowercase', 'PasswordRequireNumbers', 'PasswordRequireSymbols', 'CallbackURL', 'LogoutURL', 'CognitoUserPool', 'CognitoUserPoolDomain', 'CognitoUserPoolClient', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",5,0.05,0,0,0,0,5,0,0,5,0
'GetCloudFrontPrefixList' dependency already enforced by a 'GetAtt' at 'Resources/SecurityGroupIngressRule/Properties/SourcePrefixListId',5,0.05,0,0,5,0,0,0,0,5,0
Additional properties are not allowed ('TargetGroupArn' was unexpected),5,0.05,0,0,0,0,5,0,0,5,0
Circular Dependencies for resource RekognitionFunction. Circular dependency with [RekognitionFunctionRole],5,0.05,5,0,0,0,0,0,0,5,0
Parameter Environment not used.,5,0.05,5,0,0,0,0,0,0,5,0
Parameter LogFilePrefix not used.,5,0.05,0,3,0,0,2,0,0,5,0
"{'Edi': {'Type': 'X12', 'InputLocation': {'BucketName': {'Ref': 'InputBucketName'}, 'Key': 'inbound/'}, 'OutputLocation': {'BucketName': {'Ref': 'OutputBucketName'}, 'Key': 'processed/'}, 'TransformerId': {'Ref': 'B2BITransformer'}}} is not valid under any of the given schemas",5,0.05,0,0,0,5,0,0,0,5,0
"'AWS_REGION' is a reserved variable name, one of ['_HANDLER', '_X_AMZN_TRACE_ID', 'AWS_DEFAULT_REGION', 'AWS_REGION', 'AWS_EXECUTION_ENV', 'AWS_LAMBDA_FUNCTION_NAME', 'AWS_LAMBDA_FUNCTION_MEMORY_SIZE', 'AWS_LAMBDA_FUNCTION_VERSION', 'AWS_LAMBDA_INITIALIZATION_TYPE', 'AWS_LAMBDA_LOG_GROUP_NAME', 'AWS_LAMBDA_LOG_STREAM_NAME', 'AWS_ACCESS_KEY', 'AWS_ACCESS_KEY_ID', 'AWS_SECRET_ACCESS_KEY', 'AWS_SESSION_TOKEN', 'AWS_LAMBDA_RUNTIME_API', 'LAMBDA_TASK_ROOT', 'LAMBDA_RUNTIME_DIR']",5,0.05,0,0,0,3,2,0,0,5,0
"Line 50: too many spaces inside brackets
Line 50: too many spaces inside brackets
Line 61: too many spaces inside brackets
Line 61: too many spaces inside brackets",5,0.05,0,0,0,0,2,3,0,0,5
Additional properties are not allowed ('Name' was unexpected),5,0.05,0,0,0,5,0,0,0,5,0
'ARCControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/SafetyRule/Properties/ControlPanelArn',5,0.05,0,0,0,0,0,5,0,5,0
'ARCControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/RoutingControlRegion2/Properties/ControlPanelArn',5,0.05,0,0,0,0,0,5,0,5,0
'UseDefaultVPC' is not one of ['UseCustomVPC'],5,0.05,0,0,0,5,0,0,0,5,0
'EIP2' dependency already enforced by a 'GetAtt' at 'Resources/NATGateway2/Properties/AllocationId',5,0.05,0,0,2,3,0,0,0,5,0
"'QUEUE_URL' is not one of ['VpcId', 'WorkerSubnets', 'LoadTestSubnet', 'WorkerInstanceType', 'LoadTestInstanceType', 'KeyName', 'ImageId', 'ScreenshotS3Bucket', 'ScreenshotRequestQueue', 'WorkerInstanceRole', 'WorkerInstanceProfile', 'LoadTestInstanceRole', 'LoadTestInstanceProfile', 'InstanceSecurityGroup', 'WorkerLaunchTemplate', 'WorkerAutoScalingGroup', 'ScaleUpPolicy', 'ScaleDownPolicy', 'QueueScaleUpAlarm', 'QueueScaleDownAlarm', 'LoadTestInstance', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",5,0.05,0,0,0,0,0,5,0,5,0
'ARCCluster' dependency already enforced by a 'GetAtt' at 'Resources/ARCControlPanel/Properties/ClusterArn',5,0.05,0,0,0,0,0,5,0,5,0
Additional properties are not allowed ('InitialCapacityType' was unexpected),5,0.05,0,0,0,5,0,0,0,5,0
'AutoScalingGroupArn' is a required property,4,0.04,0,0,0,2,2,0,0,4,0
'Version' is a required property,4,0.04,0,0,0,0,4,0,0,4,0
'WebhookDestination' dependency already enforced by a 'GetAtt' at 'Resources/EventRoutingRule/Properties/Targets/0/Arn',4,0.04,0,0,4,0,0,0,0,4,0
"'BucketName' is not one of ['ALBAccessLogsBucket', 'ALBAccessLogsBucketPolicy', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",4,0.04,0,0,0,0,0,4,0,4,0
Circular Dependencies for resource LambdaLogGroup. Circular dependency with [LambdaFunction],4,0.04,0,0,0,4,0,0,0,4,0
'EfsSecurityGroup' dependency already enforced by a 'Ref' at 'Resources/EfsMountTarget1/Properties/SecurityGroups/0',4,0.04,0,0,0,4,0,0,0,4,0
Circular Dependencies for resource LambdaFunction. Circular dependency with [LambdaLogGroup],4,0.04,0,0,0,4,0,0,0,4,0
'StaticAssetsBucket' dependency already enforced by a 'Ref' at 'Resources/WebServerInstance/Properties/UserData/Fn::Base64',4,0.04,0,4,0,0,0,0,0,4,0
'EfsSecurityGroup' dependency already enforced by a 'Ref' at 'Resources/EfsMountTarget2/Properties/SecurityGroups/0',4,0.04,0,0,0,4,0,0,0,4,0
{'Ref': 'S3BucketName'} does not match '^[a-z0-9][a-z0-9.-]*[a-z0-9]$' when 'Ref' is resolved,4,0.04,0,0,0,2,2,0,0,4,0
"Line 48: duplication of key ""StringEqualsIfExists"" in mapping",4,0.04,0,0,0,0,4,0,0,0,4
